-0.075000,-0.337500,-0.416364
-0.075000,0.337500,-0.792863
-0.075000,-0.200000,-2.619332
-0.075000,0.200000,2.017603
-0.075000,-0.137500,-1.924819
-0.075000,0.137500,4.574396
-0.075000,-0.862500,-0.017991
-0.075000,-0.112500,-1.135585
-0.075000,0.112500,5.284357
-0.075000,0.862500,0.872569
-0.075000,-0.800000,0.066096
-0.075000,0.800000,0.415190
-0.075000,-0.987500,-0.002308
-0.075000,0.987500,0.024315
-0.075000,-0.925000,-0.039672
-0.075000,0.925000,0.547760
-0.075000,-0.612500,-0.473252
-0.075000,0.612500,-0.227329
-0.075000,-0.550000,-0.551327
-0.075000,0.550000,0.802131
-0.075000,-0.737500,0.055235
-0.075000,0.737500,-0.439833
-0.075000,-0.675000,-0.168144
-0.075000,0.675000,-0.806082
-0.075000,-0.700000,-0.055175
-0.075000,-0.075000,0.481848
-0.075000,0.075000,5.722194
-0.075000,0.700000,-0.767152
-0.075000,-0.637500,-0.360552
-0.075000,0.637500,-0.561413
-0.075000,-0.575000,-0.564587
-0.075000,0.575000,0.400798
-0.075000,-0.512500,-0.414780
-0.075000,0.512500,1.204466
-0.075000,-0.950000,-0.025269
-0.075000,0.950000,0.300895
-0.075000,-0.887500,-0.038504
-0.075000,0.887500,0.825233
-0.075000,-0.825000,0.032995
-0.075000,0.825000,0.687506
-0.075000,-0.762500,0.082600
-0.075000,0.762500,-0.106261
-0.075000,-0.037500,2.350687
-0.075000,0.037500,5.296541
-0.075000,-0.175000,-2.560765
-0.075000,0.175000,3.101920
-0.075000,-0.237500,-2.260468
-0.075000,0.237500,0.535568
-0.075000,-0.350000,-0.249828
-0.075000,-0.062500,1.094884
-0.075000,0.062500,5.677025
-0.075000,0.350000,-0.666167
-0.075000,-0.287500,-1.322579
-0.075000,0.287500,-0.688190
-0.075000,-0.475000,-0.186208
-0.075000,0.475000,1.225243
-0.075000,-0.412500,0.091226
-0.075000,0.412500,0.411947
-0.075000,-0.125000,-1.564426
-0.075000,0.125000,4.965141
-0.075000,-0.187500,-2.624401
-0.075000,0.187500,2.559794
-0.075000,-0.600000,-0.516471
-0.075000,-0.250000,-2.055374
-0.075000,-0.087500,-0.102404
-0.075000,0.087500,5.669561
-0.075000,0.250000,0.131660
-0.075000,0.600000,-0.026652
-0.075000,-0.537500,-0.520429
-0.075000,0.537500,0.970558
-0.075000,-0.725000,0.027606
-0.075000,-0.312500,-0.832606
-0.075000,0.312500,-0.875675
-0.075000,0.725000,-0.578713
-0.075000,-0.662500,-0.231645
-0.075000,0.662500,-0.764021
-0.075000,-0.850000,-0.002714
-0.075000,-0.375000,-0.014898
-0.075000,0.375000,-0.289672
-0.075000,0.850000,0.844861
-0.075000,-0.787500,0.077610
-0.075000,0.787500,0.249253
-0.075000,-0.975000,-0.008295
-0.075000,-0.437500,0.026079
-0.075000,0.437500,0.836981
-0.075000,0.975000,0.089922
-0.075000,-0.912500,-0.043034
-0.075000,0.912500,0.660525
-0.075000,-0.500000,-0.344498
-0.075000,-0.300000,-1.071850
-0.075000,0.300000,-0.817862
-0.075000,0.500000,1.258492
-0.075000,-0.562500,-0.566073
-0.075000,0.562500,0.609325
-0.075000,-0.625000,-0.420367
-0.075000,-0.362500,-0.115514
-0.075000,0.362500,-0.494838
-0.075000,0.625000,-0.408011
-0.075000,-0.687500,-0.108631
-0.075000,0.687500,-0.806827
-0.075000,-0.750000,0.073428
-0.075000,-0.425000,0.069630
-0.075000,0.425000,0.635809
-0.075000,0.750000,-0.279823
-0.075000,-0.812500,0.050667
-0.075000,0.812500,0.563374
-0.075000,-0.875000,-0.030140
-0.075000,-0.487500,-0.266924
-0.075000,0.487500,1.265791
-0.075000,0.875000,0.865483
-0.075000,-0.937500,-0.033418
-0.075000,0.937500,0.424868
-0.075000,-1.000000,0.000000
-0.075000,-0.150000,-2.212137
-0.075000,0.150000,4.124294
-0.075000,1.000000,0.000000
-0.075000,-0.212500,-2.551691
-0.075000,0.212500,1.490347
0.075000,0.000000,4.083110
0.075000,-0.225000,-2.429126
0.075000,0.225000,0.992103
0.075000,-0.025000,2.963412
0.075000,0.025000,4.969730
0.075000,-0.162500,-2.424102
0.075000,0.162500,3.628542
0.075000,-0.450000,-0.034544
0.075000,0.450000,1.006688
0.075000,-0.012500,3.545766
0.075000,0.012500,4.561820
0.075000,-0.387500,0.052005
0.075000,0.387500,-0.062248
0.075000,-0.325000,-0.612126
0.075000,0.325000,-0.865349
0.075000,-0.262500,-1.823949
0.075000,0.262500,-0.210811
0.075000,-0.900000,-0.042781
0.075000,0.900000,0.755220
0.075000,-0.962500,-0.016438
0.075000,-0.100000,-0.645219
0.075000,0.100000,5.521814
0.075000,0.962500,0.185744
0.075000,-0.775000,0.083596
0.075000,0.775000,0.072811
0.075000,-0.837500,0.014705
0.075000,0.837500,0.782529
0.075000,-0.650000,-0.296688
0.075000,0.650000,-0.681559
0.075000,-0.712500,-0.009393
0.075000,0.712500,-0.689699
0.075000,-0.525000,-0.474312
0.075000,0.525000,1.106840
0.075000,-0.587500,-0.547582
0.075000,0.587500,0.185716
0.075000,-0.050000,1.722767
0.075000,0.050000,5.534171
0.075000,-0.400000,0.086533
0.075000,0.400000,0.175542
0.075000,-0.462500,-0.107055
0.075000,0.462500,1.137836
0.075000,-0.275000,-1.576380
0.075000,0.275000,-0.485401
0.075000,-0.337500,-0.416364
0.075000,0.337500,-0.792863
0.075000,-0.200000,-2.619332
0.075000,0.200000,2.017603
0.075000,-0.137500,-1.924819
0.075000,0.137500,4.574396
0.075000,-0.862500,-0.017991
0.075000,-0.112500,-1.135585
0.075000,0.112500,5.284357
0.075000,0.862500,0.872569
0.075000,-0.800000,0.066096
0.075000,0.800000,0.415190
0.075000,-0.987500,-0.002308
0.075000,0.987500,0.024315
0.075000,-0.925000,-0.039672
0.075000,0.925000,0.547760
0.075000,-0.612500,-0.473252
0.075000,0.612500,-0.227329
0.075000,-0.550000,-0.551327
0.075000,0.550000,0.802131
0.075000,-0.737500,0.055235
0.075000,0.737500,-0.439833
0.075000,-0.675000,-0.168144
0.075000,0.675000,-0.806082
0.075000,-0.700000,-0.055175
0.075000,-0.075000,0.481848
0.075000,0.075000,5.722194
0.075000,0.700000,-0.767152
0.075000,-0.637500,-0.360552
0.075000,0.637500,-0.561413
0.075000,-0.575000,-0.564587
0.075000,0.575000,0.400798
0.075000,-0.512500,-0.414780
0.075000,0.512500,1.204466
0.075000,-0.950000,-0.025269
0.075000,0.950000,0.300895
0.075000,-0.887500,-0.038504
0.075000,0.887500,0.825233
0.075000,-0.825000,0.032995
0.075000,0.825000,0.687506
0.075000,-0.762500,0.082600
0.075000,0.762500,-0.106261
0.075000,-0.037500,2.350687
0.075000,0.037500,5.296541
0.075000,-0.175000,-2.560765
0.075000,0.175000,3.101920
0.075000,-0.237500,-2.260468
0.075000,0.237500,0.535568
0.075000,-0.350000,-0.249828
0.075000,-0.062500,1.094884
0.075000,0.062500,5.677025
0.075000,0.350000,-0.666167
0.075000,-0.287500,-1.322579
0.075000,0.287500,-0.688190
0.075000,-0.475000,-0.186208
0.075000,0.475000,1.225243
0.075000,-0.412500,0.091226
0.075000,0.412500,0.411947
0.075000,-0.125000,-1.564426
0.075000,0.125000,4.965141
0.075000,-0.187500,-2.624401
0.075000,0.187500,2.559794
0.075000,-0.600000,-0.516471
0.075000,-0.250000,-2.055374
0.075000,-0.087500,-0.102404
0.075000,0.087500,5.669561
0.075000,0.250000,0.131660
0.075000,0.600000,-0.026652
0.075000,-0.537500,-0.520429
0.075000,0.537500,0.970558
0.075000,-0.725000,0.027606
0.075000,-0.312500,-0.832606
0.075000,0.312500,-0.875675
0.075000,0.725000,-0.578713
0.075000,-0.662500,-0.231645
0.075000,0.662500,-0.764021
0.075000,-0.850000,-0.002714
0.075000,-0.375000,-0.014898
0.075000,0.375000,-0.289672
0.075000,0.850000,0.844861
0.075000,-0.787500,0.077610
0.075000,0.787500,0.249253
0.075000,-0.975000,-0.008295
0.075000,-0.437500,0.026079
0.075000,0.437500,0.836981
0.075000,0.975000,0.089922
0.075000,-0.912500,-0.043034
0.075000,0.912500,0.660525
0.075000,-0.500000,-0.344498
0.075000,-0.300000,-1.071850
0.075000,0.300000,-0.817862
0.075000,0.500000,1.258492
0.075000,-0.562500,-0.566073
0.075000,0.562500,0.609325
0.075000,-0.625000,-0.420367
0.075000,-0.362500,-0.115514
0.075000,0.362500,-0.494838
0.075000,0.625000,-0.408011
0.075000,-0.687500,-0.108631
0.075000,0.687500,-0.806827
0.075000,-0.750000,0.073428
0.075000,-0.425000,0.069630
0.075000,0.425000,0.635809
0.075000,0.750000,-0.279823
0.075000,-0.812500,0.050667
0.075000,0.812500,0.563374
0.075000,-0.875000,-0.030140
0.075000,-0.487500,-0.266924
0.075000,0.487500,1.265791
0.075000,0.875000,0.865483
0.075000,-0.937500,-0.033418
0.075000,0.937500,0.424868
0.075000,-1.000000,0.000000
0.075000,-0.150000,-2.212137
0.075000,0.150000,4.124294
0.075000,1.000000,0.000000
0.075000,-0.212500,-2.551691
0.075000,0.212500,1.490347
-0.090625,0.000000,4.083110
-0.090625,-0.225000,-2.429126
-0.090625,0.225000,0.992103
-0.090625,-0.025000,2.963412
-0.090625,0.025000,4.969730
-0.090625,-0.162500,-2.424102
-0.090625,0.162500,3.628542
-0.090625,-0.450000,-0.034544
-0.090625,0.450000,1.006688
-0.090625,-0.012500,3.545766
-0.090625,0.012500,4.561820
-0.090625,-0.387500,0.052005
-0.090625,0.387500,-0.062248
-0.090625,-0.325000,-0.612126
-0.090625,0.325000,-0.865349
-0.090625,-0.262500,-1.823949
-0.090625,0.262500,-0.210811
-0.090625,-0.900000,-0.042781
-0.090625,0.900000,0.755220
-0.090625,-0.962500,-0.016438
-0.090625,-0.100000,-0.645219
-0.090625,0.100000,5.521814
-0.090625,0.962500,0.185744
-0.090625,-0.775000,0.083596
-0.090625,0.775000,0.072811
-0.090625,-0.837500,0.014705
-0.090625,0.837500,0.782529
-0.090625,-0.650000,-0.296688
-0.090625,0.650000,-0.681559
-0.090625,-0.712500,-0.009393
-0.090625,0.712500,-0.689699
-0.090625,-0.525000,-0.474312
-0.090625,0.525000,1.106840
-0.090625,-0.587500,-0.547582
-0.090625,0.587500,0.185716
-0.090625,-0.050000,1.722767
-0.090625,0.050000,5.534171
-0.090625,-0.400000,0.086533
-0.090625,0.400000,0.175542
-0.090625,-0.462500,-0.107055
-0.090625,0.462500,1.137836
-0.090625,-0.275000,-1.576380
-0.090625,0.275000,-0.485401
-0.090625,-0.337500,-0.416364
-0.090625,0.337500,-0.792863
-0.090625,-0.200000,-2.619332
-0.090625,0.200000,2.017603
-0.090625,-0.137500,-1.924819
-0.090625,0.137500,4.574396
-0.090625,-0.862500,-0.017991
-0.090625,-0.112500,-1.135585
-0.090625,0.112500,5.284357
-0.090625,0.862500,0.872569
-0.090625,-0.800000,0.066096
-0.090625,0.800000,0.415190
-0.090625,-0.987500,-0.002308
-0.090625,0.987500,0.024315
-0.090625,-0.925000,-0.039672
-0.090625,0.925000,0.547760
-0.090625,-0.612500,-0.473252
-0.090625,0.612500,-0.227329
-0.090625,-0.550000,-0.551327
-0.090625,0.550000,0.802131
-0.090625,-0.737500,0.055235
-0.090625,0.737500,-0.439833
-0.090625,-0.675000,-0.168144
-0.090625,0.675000,-0.806082
-0.090625,-0.700000,-0.055175
-0.090625,-0.075000,0.481848
-0.090625,0.075000,5.722194
-0.090625,0.700000,-0.767152
-0.090625,-0.637500,-0.360552
-0.090625,0.637500,-0.561413
-0.090625,-0.575000,-0.564587
-0.090625,0.575000,0.400798
-0.090625,-0.512500,-0.414780
-0.090625,0.512500,1.204466
-0.090625,-0.950000,-0.025269
-0.090625,0.950000,0.300895
-0.090625,-0.887500,-0.038504
-0.090625,0.887500,0.825233
-0.090625,-0.825000,0.032995
-0.090625,0.825000,0.687506
-0.090625,-0.762500,0.082600
-0.090625,0.762500,-0.106261
-0.090625,-0.037500,2.350687
-0.090625,0.037500,5.296541
-0.090625,-0.175000,-2.560765
-0.090625,0.175000,3.101920
-0.090625,-0.237500,-2.260468
-0.090625,0.237500,0.535568
-0.090625,-0.350000,-0.249828
-0.090625,-0.062500,1.094884
-0.090625,0.062500,5.677025
-0.090625,0.350000,-0.666167
-0.090625,-0.287500,-1.322579
-0.090625,0.287500,-0.688190
-0.090625,-0.475000,-0.186208
-0.090625,0.475000,1.225243
-0.090625,-0.412500,0.091226
-0.090625,0.412500,0.411947
-0.090625,-0.125000,-1.564426
-0.090625,0.125000,4.965141
-0.090625,-0.187500,-2.624401
-0.090625,0.187500,2.559794
-0.090625,-0.600000,-0.516471
-0.090625,-0.250000,-2.055374
-0.090625,-0.087500,-0.102404
-0.090625,0.087500,5.669561
-0.090625,0.250000,0.131660
-0.090625,0.600000,-0.026652
-0.090625,-0.537500,-0.520429
-0.090625,0.537500,0.970558
-0.090625,-0.725000,0.027606
-0.090625,-0.312500,-0.832606
-0.090625,0.312500,-0.875675
-0.090625,0.725000,-0.578713
-0.090625,-0.662500,-0.231645
-0.090625,0.662500,-0.764021
-0.090625,-0.850000,-0.002714
-0.090625,-0.375000,-0.014898
-0.090625,0.375000,-0.289672
-0.090625,0.850000,0.844861
-0.090625,-0.787500,0.077610
-0.090625,0.787500,0.249253
-0.090625,-0.975000,-0.008295
-0.090625,-0.437500,0.026079
-0.090625,0.437500,0.836981
-0.090625,0.975000,0.089922
-0.090625,-0.912500,-0.043034
-0.090625,0.912500,0.660525
-0.090625,-0.500000,-0.344498
-0.090625,-0.300000,-1.071850
-0.090625,0.300000,-0.817862
-0.090625,0.500000,1.258492
-0.090625,-0.562500,-0.566073
-0.090625,0.562500,0.609325
-0.090625,-0.625000,-0.420367
-0.090625,-0.362500,-0.115514
-0.090625,0.362500,-0.494838
-0.090625,0.625000,-0.408011
-0.090625,-0.687500,-0.108631
-0.090625,0.687500,-0.806827
-0.090625,-0.750000,0.073428
-0.090625,-0.425000,0.069630
-0.090625,0.425000,0.635809
-0.090625,0.750000,-0.279823
-0.090625,-0.812500,0.050667
-0.090625,0.812500,0.563374
-0.090625,-0.875000,-0.030140
-0.090625,-0.487500,-0.266924
-0.090625,0.487500,1.265791
-0.090625,0.875000,0.865483
-0.090625,-0.937500,-0.033418
-0.090625,0.937500,0.424868
-0.090625,-1.000000,0.000000
-0.090625,-0.150000,-2.212137
-0.090625,0.150000,4.124294
-0.090625,1.000000,0.000000
-0.090625,-0.212500,-2.551691
-0.090625,0.212500,1.490347
0.090625,0.000000,4.083110
0.090625,-0.225000,-2.429126
0.090625,0.225000,0.992103
0.090625,-0.025000,2.963412
0.090625,0.025000,4.969730
0.090625,-0.162500,-2.424102
0.090625,0.162500,3.628542
0.090625,-0.450000,-0.034544
0.090625,0.450000,1.006688
0.090625,-0.012500,3.545766
0.090625,0.012500,4.561820
0.090625,-0.387500,0.052005
0.090625,0.387500,-0.062248
0.090625,-0.325000,-0.612126
0.090625,0.325000,-0.865349
0.090625,-0.262500,-1.823949
0.090625,0.262500,-0.210811
0.090625,-0.900000,-0.042781
0.090625,0.900000,0.755220
0.090625,-0.962500,-0.016438
0.090625,-0.100000,-0.645219
0.090625,0.100000,5.521814
0.090625,0.962500,0.185744
0.090625,-0.775000,0.083596
0.090625,0.775000,0.072811
0.090625,-0.837500,0.014705
0.090625,0.837500,0.782529
0.090625,-0.650000,-0.296688
0.090625,0.650000,-0.681559
0.090625,-0.712500,-0.009393
0.090625,0.712500,-0.689699
0.090625,-0.525000,-0.474312
0.090625,0.525000,1.106840
0.090625,-0.587500,-0.547582
0.090625,0.587500,0.185716
0.090625,-0.050000,1.722767
0.090625,0.050000,5.534171
0.090625,-0.400000,0.086533
0.090625,0.400000,0.175542
0.090625,-0.462500,-0.107055
0.090625,0.462500,1.137836
0.090625,-0.275000,-1.576380
0.090625,0.275000,-0.485401
0.090625,-0.337500,-0.416364
0.090625,0.337500,-0.792863
0.090625,-0.200000,-2.619332
0.090625,0.200000,2.017603
0.090625,-0.137500,-1.924819
0.090625,0.137500,4.574396
0.090625,-0.862500,-0.017991
0.090625,-0.112500,-1.135585
0.090625,0.112500,5.284357
0.090625,0.862500,0.872569
0.090625,-0.800000,0.066096
0.090625,0.800000,0.415190
0.090625,-0.987500,-0.002308
0.090625,0.987500,0.024315
0.090625,-0.925000,-0.039672
0.090625,0.925000,0.547760
0.090625,-0.612500,-0.473252
0.090625,0.612500,-0.227329
0.090625,-0.550000,-0.551327
0.090625,0.550000,0.802131
0.090625,-0.737500,0.055235
0.090625,0.737500,-0.439833
0.090625,-0.675000,-0.168144
0.090625,0.675000,-0.806082
0.090625,-0.700000,-0.055175
0.090625,-0.075000,0.481848
0.090625,0.075000,5.722194
0.090625,0.700000,-0.767152
0.090625,-0.637500,-0.360552
0.090625,0.637500,-0.561413
0.090625,-0.575000,-0.564587
0.090625,0.575000,0.400798
0.090625,-0.512500,-0.414780
0.090625,0.512500,1.204466
0.090625,-0.950000,-0.025269
0.090625,0.950000,0.300895
0.090625,-0.887500,-0.038504
0.090625,0.887500,0.825233
0.090625,-0.825000,0.032995
0.090625,0.825000,0.687506
0.090625,-0.762500,0.082600
0.090625,0.762500,-0.106261
0.090625,-0.037500,2.350687
0.090625,0.037500,5.296541
0.090625,-0.175000,-2.560765
0.090625,0.175000,3.101920
0.090625,-0.237500,-2.260468
0.090625,0.237500,0.535568
0.090625,-0.350000,-0.249828
0.090625,-0.062500,1.094884
0.090625,0.062500,5.677025
0.090625,0.350000,-0.666167
0.090625,-0.287500,-1.322579
0.090625,0.287500,-0.688190
0.090625,-0.475000,-0.186208
0.090625,0.475000,1.225243
0.090625,-0.412500,0.091226
0.090625,0.412500,0.411947
0.090625,-0.125000,-1.564426
0.090625,0.125000,4.965141
0.090625,-0.187500,-2.624401
0.090625,0.187500,2.559794
0.090625,-0.600000,-0.516471
0.090625,-0.250000,-2.055374
0.090625,-0.087500,-0.102404
0.090625,0.087500,5.669561
0.090625,0.250000,0.131660
0.090625,0.600000,-0.026652
0.090625,-0.537500,-0.520429
0.090625,0.537500,0.970558
0.090625,-0.725000,0.027606
0.090625,-0.312500,-0.832606
0.090625,0.312500,-0.875675
0.090625,0.725000,-0.578713
0.090625,-0.662500,-0.231645
0.090625,0.662500,-0.764021
0.090625,-0.850000,-0.002714
0.090625,-0.375000,-0.014898
0.090625,0.375000,-0.289672
0.090625,0.850000,0.844861
0.090625,-0.787500,0.077610
0.090625,0.787500,0.249253
0.090625,-0.975000,-0.008295
0.090625,-0.437500,0.026079
0.090625,0.437500,0.836981
0.090625,0.975000,0.089922
0.090625,-0.912500,-0.043034
0.090625,0.912500,0.660525
0.090625,-0.500000,-0.344498
0.090625,-0.300000,-1.071850
0.090625,0.300000,-0.817862
0.090625,0.500000,1.258492
0.090625,-0.562500,-0.566073
0.090625,0.562500,0.609325
0.090625,-0.625000,-0.420367
0.090625,-0.362500,-0.115514
0.090625,0.362500,-0.494838
0.090625,0.625000,-0.408011
0.090625,-0.687500,-0.108631
0.090625,0.687500,-0.806827
0.090625,-0.750000,0.073428
0.090625,-0.425000,0.069630
0.090625,0.425000,0.635809
0.090625,0.750000,-0.279823
0.090625,-0.812500,0.050667
0.090625,0.812500,0.563374
0.090625,-0.875000,-0.030140
0.090625,-0.487500,-0.266924
0.090625,0.487500,1.265791
0.090625,0.875000,0.865483
0.090625,-0.937500,-0.033418
0.090625,0.937500,0.424868
0.090625,-1.000000,0.000000
0.090625,-0.150000,-2.212137
0.090625,0.150000,4.124294
0.090625,1.000000,0.000000
0.090625,-0.212500,-2.551691
0.090625,0.212500,1.490347
-0.058750,0.000000,4.083110
-0.058750,-0.225000,-2.429126
-0.058750,0.225000,0.992103
-0.058750,-0.025000,2.963412
-0.058750,0.025000,4.969730
-0.058750,-0.162500,-2.424102
-0.058750,0.162500,3.628542
-0.058750,-0.450000,-0.034544
-0.058750,0.450000,1.006688
-0.058750,-0.012500,3.545766
-0.058750,0.012500,4.561820
-0.058750,-0.387500,0.052005
-0.058750,0.387500,-0.062248
-0.058750,-0.325000,-0.612126
-0.058750,0.325000,-0.865349
-0.058750,-0.262500,-1.823949
-0.058750,0.262500,-0.210811
-0.058750,-0.900000,-0.042781
-0.058750,0.900000,0.755220
-0.058750,-0.962500,-0.016438
-0.058750,-0.100000,-0.645219
-0.058750,0.100000,5.521814
-0.058750,0.962500,0.185744
-0.058750,-0.775000,0.083596
-0.058750,0.775000,0.072811
-0.058750,-0.837500,0.014705
-0.058750,0.837500,0.782529
-0.058750,-0.650000,-0.296688
-0.058750,0.650000,-0.681559
-0.058750,-0.712500,-0.009393
-0.058750,0.712500,-0.689699
-0.058750,-0.525000,-0.474312
-0.058750,0.525000,1.106840
-0.058750,-0.587500,-0.547582
-0.058750,0.587500,0.185716
-0.058750,-0.050000,1.722767
-0.058750,0.050000,5.534171
-0.058750,-0.400000,0.086533
-0.058750,0.400000,0.175542
-0.058750,-0.462500,-0.107055
-0.058750,0.462500,1.137836
-0.058750,-0.275000,-1.576380
-0.058750,0.275000,-0.485401
-0.058750,-0.337500,-0.416364
-0.058750,0.337500,-0.792863
-0.058750,-0.200000,-2.619332
