-0.033125,0.752829
-0.0325,0.761249
-0.031875,0.769569
-0.03125,0.777785
-0.030625,0.785894
-0.03,0.793893
-0.029375,0.801778
-0.02875,0.809547
-0.028125,0.817197
-0.0275,0.824724
-0.026875,0.832126
-0.02625,0.839400
-0.025625,0.846544
-0.025,0.853553
-0.024375,0.860427
-0.02375,0.867161
-0.023125,0.873754
-0.0225,0.880203
-0.021875,0.886505
-0.02125,0.892658
-0.020625,0.898660
-0.02,0.904508
-0.019375,0.910201
-0.01875,0.915735
-0.018125,0.921109
-0.0175,0.926320
-0.016875,0.931367
-0.01625,0.936248
-0.015625,0.940961
-0.015,0.945503
-0.014375,0.949874
-0.01375,0.954072
-0.013125,0.958094
-0.0125,0.961940
-0.011875,0.965607
-0.01125,0.969096
-0.010625,0.972403
-0.01,0.975528
-0.009375,0.978470
-0.00875,0.981228
-0.008125,0.983800
-0.0075,0.986185
-0.006875,0.988383
-0.00625,0.990393
-0.005625,0.992213
-0.005,0.993844
-0.004375,0.995285
-0.00375,0.996534
-0.003125,0.997592
-0.0025,0.998459
-0.001875,0.999133
-0.00125,0.999615
-6.25E-4,0.999904
0.0,1.000000
6.25E-4,0.999904
0.00125,0.999615
0.001875,0.999133
0.0025,0.998459
0.003125,0.997592
0.00375,0.996534
0.004375,0.995285
0.005,0.993844
0.005625,0.992213
0.00625,0.990393
0.006875,0.988383
0.0075,0.986185
0.008125,0.983800
0.00875,0.981228
0.009375,0.978470
0.01,0.975528
0.010625,0.972403
0.01125,0.969096
0.011875,0.965607
0.0125,0.961940
0.013125,0.958094
0.01375,0.954072
0.014375,0.949874
0.015,0.945503
0.015625,0.940961
0.01625,0.936248
0.016875,0.931367
0.0175,0.926320
0.018125,0.921109
0.01875,0.915735
0.019375,0.910201
0.02,0.904508
0.020625,0.898660
0.02125,0.892658
0.021875,0.886505
0.0225,0.880203
0.023125,0.873754
0.02375,0.867161
0.024375,0.860427
0.025,0.853553
0.025625,0.846544
0.02625,0.839400
0.026875,0.832126
0.0275,0.824724
0.028125,0.817197
0.02875,0.809547
0.029375,0.801778
0.03,0.793893
0.030625,0.785894
0.03125,0.777785
0.031875,0.769569
0.0325,0.761249
0.033125,0.752829
0.03375,0.744311
0.034375,0.735698
0.035,0.726995
0.035625,0.718205
0.03625,0.709330
0.036875,0.700374
0.0375,0.691342
0.038125,0.682235
0.03875,0.673059
0.039375,0.663815
0.04,0.654508
0.040625,0.645142
0.04125,0.635720
0.041875,0.626246
0.0425,0.616723
0.043125,0.607155
0.04375,0.597545
0.044375,0.587898
0.045,0.578217
0.045625,0.568506
0.04625,0.558769
0.046875,0.549009
0.0475,0.539230
0.048125,0.529435
0.04875,0.519630
0.049375,0.509817
0.05,0.500000
0.050625,0.490183
0.05125,0.480370
0.051875,0.470565
0.0525,0.460770
0.053125,0.450991
0.05375,0.441231
0.054375,0.431494
0.055,0.421783
0.055625,0.412102
0.05625,0.402455
0.056875,0.392845
0.0575,0.383277
0.058125,0.373754
0.05875,0.364280
0.059375,0.354858
0.06,0.345492
0.060625,0.336185
0.06125,0.326941
0.061875,0.317765
0.0625,0.308658
0.063125,0.299626
0.06375,0.290670
0.064375,0.281795
0.065,0.273005
0.065625,0.264302
0.06625,0.255689
0.066875,0.247171
0.0675,0.238751
0.068125,0.230431
0.06875,0.222215
0.069375,0.214106
0.07,0.206107
0.070625,0.198222
0.07125,0.190453
0.071875,0.182803
0.0725,0.175276
0.073125,0.167874
0.07375,0.160600
0.074375,0.153456
0.075,0.146447
0.075625,0.139573
0.07625,0.132839
0.076875,0.126246
0.0775,0.119797
0.078125,0.113495
0.07875,0.107342
0.079375,0.101340
0.08,0.095492
0.080625,0.089799
0.08125,0.084265
0.081875,0.078891
0.0825,0.073680
0.083125,0.068633
0.08375,0.063752
0.084375,0.059039
0.085,0.054497
0.085625,0.050126
0.08625,0.045928
0.086875,0.041906
0.0875,0.038060
0.088125,0.034393
0.08875,0.030904
0.089375,0.027597
0.09,0.024472
0.090625,0.021530
0.09125,0.018772
0.091875,0.016200
0.0925,0.013815
0.093125,0.011617
0.09375,0.009607
0.094375,0.007787
0.095,0.006156
0.095625,0.004715
0.09625,0.003466
0.096875,0.002408
0.0975,0.001541
0.098125,0.000867
0.09875,0.000385
0.099375,0.000096
0.1,0.000000
0.100625,0.000000
0.10125,0.000000
0.101875,0.000000
0.1025,0.000000
0.103125,0.000000
0.10375,0.000000
0.104375,0.000000
0.105,0.000000
0.105625,0.000000
0.10625,0.000000
0.106875,0.000000
0.1075,0.000000
0.108125,0.000000
0.10875,0.000000
0.109375,0.000000
0.11,0.000000
0.110625,0.000000
0.11125,0.000000
0.111875,0.000000
0.1125,0.000000
0.113125,0.000000
0.11375,0.000000
0.114375,0.000000
0.115,0.000000
0.115625,0.000000
0.11625,0.000000
0.116875,0.000000
0.1175,0.000000
0.118125,0.000000
0.11875,0.000000
0.119375,0.000000
0.12,0.000000
0.120625,0.000000
0.12125,0.000000
0.121875,0.000000
0.1225,0.000000
0.123125,0.000000
0.12375,0.000000
0.124375,0.000000
0.125,0.000000
0.125625,0.000000
0.12625,0.000000
0.126875,0.000000
0.1275,0.000000
0.128125,0.000000
0.12875,0.000000
0.129375,0.000000
0.13,0.000000
0.130625,0.000000
0.13125,0.000000
0.131875,0.000000
0.1325,0.000000
0.133125,0.000000
0.13375,0.000000
0.134375,0.000000
0.135,0.000000
0.135625,0.000000
0.13625,0.000000
0.136875,0.000000
0.1375,0.000000
0.138125,0.000000
0.13875,0.000000
0.139375,0.000000
0.14,0.000000
0.140625,0.000000
0.14125,0.000000
0.141875,0.000000
0.1425,0.000000
0.143125,0.000000
0.14375,0.000000
0.144375,0.000000
0.145,0.000000
0.145625,0.000000
0.14625,0.000000
0.146875,0.000000
0.1475,0.000000
0.148125,0.000000
0.14875,0.000000
0.149375,0.000000
0.15,0.000000
0.150625,0.000000
0.15125,0.000000
0.151875,0.000000
0.1525,0.000000
0.153125,0.000000
0.15375,0.000000
0.154375,0.000000
0.155,0.000000
0.155625,0.000000
0.15625,0.000000
0.156875,0.000000
0.1575,0.000000
0.158125,0.000000
0.15875,0.000000
0.159375,0.000000
0.16,0.000000
0.160625,0.000000
0.16125,0.000000
0.161875,0.000000
0.1625,0.000000
0.163125,0.000000
0.16375,0.000000
0.164375,0.000000
0.165,0.000000
0.165625,0.000000
0.16625,0.000000
0.166875,0.000000
0.1675,0.000000
0.168125,0.000000
0.16875,0.000000
0.169375,0.000000
0.17,0.000000
0.170625,0.000000
0.17125,0.000000
0.171875,0.000000
0.1725,0.000000
0.173125,0.000000
0.17375,0.000000
0.174375,0.000000
0.175,0.000000
0.175625,0.000000
0.17625,0.000000
0.176875,0.000000
0.1775,0.000000
0.178125,0.000000
0.17875,0.000000
0.179375,0.000000
0.18,0.000000
0.180625,0.000000
0.18125,0.000000
0.181875,0.000000
0.1825,0.000000
0.183125,0.000000
0.18375,0.000000
0.184375,0.000000
0.185,0.000000
0.185625,0.000000
0.18625,0.000000
0.186875,0.000000
0.1875,0.000000
0.188125,0.000000
0.18875,0.000000
0.189375,0.000000
0.19,0.000000
0.190625,0.000000
0.19125,0.000000
0.191875,0.000000
0.1925,0.000000
0.193125,0.000000
0.19375,0.000000
0.194375,0.000000
0.195,0.000000
0.195625,0.000000
0.19625,0.000000
0.196875,0.000000
0.1975,0.000000
0.198125,0.000000
0.19875,0.000000
0.199375,0.000000
0.2,0.000000
